"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1514","test_overview_is_correct_across_a_large_number_of_categories","tests.integration","2026-09-19","passed","2026-09-19","","test_budgets_api","",""
"","0","test_monthly_trend_respects_custom_trend_months","tests.unit","2026-09-19","passed","2026-09-19","","test_spending_insights_handler","",""
"","4","test_auth_bypass_garbage_bearer_token_rejected_on_discard","tests.security","2026-09-19","passed","2026-09-19","","test_imports_security","",""
"Only one at-risk budget exists and it's deprioritised -- BUDGET_RISK
    must still fire (never fall through to NEUTRAL or a lower tier) with
    no reorder reason, since nothing was actually reordered.","0","test_qualifying_tier_never_suppressed_even_if_every_candidate_is_deprioritised","tests.unit","2026-09-19","passed","2026-09-19","","test_weekly_recommendation_prioritisation","",""
"/home/runner/work/finance-tracker-app/finance-tracker-app/tests/features/FINTRACK-38-oauth-apple.feature: New user completes Apple Sign-In and reaches the dashboard","38","test_new_user_completes_apple_signin_and_reaches_the_dashboard","tests.integration","2026-09-19","passed","2026-09-19","","test_oauth_api","",""
"","560","test_security_event_is_logged_on_sql_injection_attempt","tests.security","2026-09-19","passed","2026-09-19","","test_budgets_security","",""
"","562","test_dismissing_a_nonexistent_alert_returns_404","tests.integration","2026-09-19","passed","2026-09-19","","test_alerts_api","",""
"","641","test_mark_not_subscription_endpoint_sets_status_and_hides_it","tests.integration","2026-09-19","passed","2026-09-19","","test_subscriptions_api","",""
"","0","test_is_valid_amount_strips_thousands_separator","tests.unit","2026-09-19","passed","2026-09-19","","test_import_batch_domain","",""
"","3","test_auth_bypass_malformed_authorization_header_rejected","tests.security","2026-09-19","passed","2026-09-19","","test_budgets_security","",""
"","1132","test_idor_cannot_edit_another_users_budget","tests.security","2026-09-19","passed","2026-09-19","","test_budgets_security","",""
"","1","test_parse_csv_statement_rejects_missing_required_columns","tests.unit","2026-09-19","passed","2026-09-19","","test_import_batch_domain","",""
"","0","test_new_pending_generates_a_fresh_uuid_each_call","tests.unit","2026-09-19","passed","2026-09-19","","test_follow_through_record_domain","",""
"","0","test_new_rejects_empty_category","tests.unit","2026-09-19","passed","2026-09-19","","test_categorisation_rule_domain","",""
"","663","test_dismissing_a_subscription_prevents_it_reappearing_on_re_detection","tests.integration","2026-09-19","passed","2026-09-19","","test_subscriptions_api","",""
"IDOR discipline: belongs-to-someone-else and doesn't-exist must be
    indistinguishable to the caller.","1","test_record_action_another_users_record_id_raises_not_found_not_forbidden","tests.unit","2026-09-19","passed","2026-09-19","","test_follow_through_handlers","",""
"","4","test_sql_injection_payload_as_id_token_rejected_generically","tests.security","2026-09-19","passed","2026-09-19","","test_oauth_security","",""
"Session edge case the Gherkin doesn't spell out: verifies the actual
    tokens/cookie issued on success, not just that *some* 201 came back.
    ","280","test_successful_registration_issues_valid_access_token_and_secure_refresh_cookie","tests.integration","2026-09-19","passed","2026-09-19","","test_register_api","",""
"Documents, rather than silently skipping, the accessibility item
    from the QA Lead checklist: N/A for the same reason FINTRACK-14's
    equivalent test gives -- this is a backend-only story this sprint, no
    transaction-entry UI exists yet. Applicable once the frontend form
    ships.","0","test_accessibility_not_applicable_documented","tests.integration","2026-09-19","passed","2026-09-19","","test_transactions_api","",""
"","1","test_dismiss_sets_status_dismissed","tests.unit","2026-09-19","passed","2026-09-19","","test_subscription_handlers","",""
"/home/runner/work/finance-tracker-app/finance-tracker-app/tests/features/FINTRACK-38-oauth-apple.feature: User cancels or Apple returns an error","30","test_user_cancels_or_apple_returns_an_error","tests.integration","2026-09-19","passed","2026-09-19","","test_oauth_api","",""
"","4","test_commit_import_without_auth_token_returns_401","tests.integration","2026-09-19","passed","2026-09-19","","test_imports_api","",""
"","1064","test_alerts_list_is_correct_across_a_large_number_of_categories","tests.integration","2026-09-19","passed","2026-09-19","","test_alerts_api","",""
"","567","test_xss_payload_in_category_is_stored_as_inert_text_not_executed","tests.security","2026-09-19","passed","2026-09-19","","test_budgets_security","",""
"","0","test_list_returns_only_active_subscriptions_by_default","tests.unit","2026-09-19","passed","2026-09-19","","test_subscription_handlers","",""
"HULU is the native top pick (detected most recently), but the user
    has consistently ignored HULU recommendations -- DISNEY+ (detected
    earlier, but not ignored) should be shown instead.","0","test_deprioritised_subscription_merchant_is_passed_over_for_a_normal_one","tests.unit","2026-09-19","passed","2026-09-19","","test_weekly_recommendation_prioritisation","",""
"","1","test_create_categorisation_rule_rejects_empty_merchant_pattern","tests.unit","2026-09-19","passed","2026-09-19","","test_categorisation_rule_handlers","",""
"AC4: rate limit is per account+IP, not IP alone and not email alone --
    a different IP attempting the same email should not inherit the first
    IP's exhausted counter.
    ","0","test_rate_limit_is_keyed_on_email_and_ip_together","tests.unit","2026-09-19","passed","2026-09-19","","test_login_logout_user","",""
"","627","test_attempt_to_justify_a_threshold_crossing_alert","tests.integration","2026-09-19","passed","2026-09-19","","test_alerts_api","",""
"","4","test_idor_not_applicable_no_resource_identifier_on_oauth_endpoints","tests.security","2026-09-19","passed","2026-09-19","","test_oauth_security","",""
"","1144","test_attempt_to_access_another_users_dashboard_data","tests.integration","2026-09-19","passed","2026-09-19","","test_insights_api","",""
"FINTRACK-17 behaviour change (ADR-012, decision D): the CSV's own
    category/type column is no longer used as transaction category data
    at all -- apply_auto_categorisation() always assigns either a rule
    match or ""Uncategorised"" during staging, regardless of what that
    column held. So SQLi-shaped content placed in the category column
    (as FINTRACK-16's equivalent test exercised) never reaches
    Transaction.new() as a category value in the first place, and the
    row commits cleanly. This is a stronger guarantee than ""rejected and
    skipped at commit"" -- the vector is closed structurally, not just
    caught defensively. See
    test_commit_import_handler_skips_a_row_whose_note_is_sqli_shaped
    below for the vector that's still live (the description/note
    column, which does still flow into Transaction.new()).","1","test_commit_import_handler_category_column_sqli_no_longer_reaches_transaction","tests.unit","2026-09-19","passed","2026-09-19","","test_import_command_handlers","",""
"","5","test_sql_injection_in_email_field_rejected","tests.security","2026-09-19","passed","2026-09-19","","test_register_api_security","",""
"","1160","test_idor_cannot_dismiss_another_users_alert","tests.security","2026-09-19","passed","2026-09-19","","test_alerts_security","",""
"","573","test_imported_transaction_auto_categorised_from_known_merchant_pattern","tests.integration","2026-09-19","passed","2026-09-19","","test_categorisation_rules_api","",""
"","283","test_the_rotated_token_belongs_to_the_same_user","tests.security","2026-09-19","passed","2026-09-19","","test_refresh_security","",""
"","560","test_non_integer_trend_months_is_rejected_by_validation_not_passed_to_a_query","tests.security","2026-09-19","passed","2026-09-19","","test_insights_security","",""
"","0","test_is_overdue_false_once_already_dismissed_even_if_old","tests.unit","2026-09-19","passed","2026-09-19","","test_follow_through_record_domain","",""
"","4","test_auth_bypass_malformed_authorization_header_rejected_on_justify","tests.security","2026-09-19","passed","2026-09-19","","test_alerts_security","",""
"","0","test_sanitise_if_formula_prefixes_at_sign","tests.unit","2026-09-19","passed","2026-09-19","","test_import_batch_domain","",""
"A refresh-typed token presented as a bearer access token must be
    rejected -- same convention as get_current_user_id's existing
    handling for every other authenticated endpoint.","4","test_auth_bypass_refresh_token_rejected_as_access_token","tests.security","2026-09-19","passed","2026-09-19","","test_insights_security","",""
"","7","test_sum_by_month_handles_a_year_boundary_range","tests.integration","2026-09-19","passed","2026-09-19","","test_transaction_repository_month_aggregation","",""
"","0","test_two_threshold_crossing_alerts_get_different_ids","tests.unit","2026-09-19","passed","2026-09-19","","test_alert_domain","",""
"","0","test_missing_token_is_rejected","tests.unit","2026-09-19","passed","2026-09-19","","test_refresh_session","",""
"","3","test_auth_bypass_token_signed_with_wrong_secret_rejected","tests.security","2026-09-19","passed","2026-09-19","","test_alerts_security","",""
"","1","test_fewer_than_minimum_sample_size_is_never_deprioritised","tests.unit","2026-09-19","passed","2026-09-19","","test_recommendation_prioritisation","",""
"Dining has a low overall rate (2 of 10 done, 20%) but its single
    MOST RECENT occurrence was DONE -- BA's recovery rule says this must
    already be back to normal, so as the native top pick (90% used) it
    should win over Groceries (85% used, never deprioritised).
    ","661","test_recovered_budget_category_wins_back_native_priority","tests.integration","2026-09-19","passed","2026-09-19","","test_recommendation_prioritisation_api","",""
"","624","test_an_unusually_large_single_transaction_triggers_an_alert","tests.integration","2026-09-19","passed","2026-09-19","","test_alerts_api","",""
"","0","test_sanitise_if_formula_prefixes_leading_tab","tests.unit","2026-09-19","passed","2026-09-19","","test_import_batch_domain","",""
"","1130","test_idor_history_never_leaks_another_users_records","tests.security","2026-09-19","passed","2026-09-19","","test_follow_through_security","",""
"","1","test_insights_are_scoped_per_user","tests.unit","2026-09-19","passed","2026-09-19","","test_spending_insights_handler","",""
"","1","test_google_verifier_requires_client_id","tests.unit","2026-09-19","passed","2026-09-19","","test_oauth_verifier","",""
"","4","test_a_foreign_signed_token_is_rejected","tests.security","2026-09-19","passed","2026-09-19","","test_refresh_security","",""
"","0","test_mark_not_subscription_sets_status_not_subscription","tests.unit","2026-09-19","passed","2026-09-19","","test_subscription_domain","",""
"AlertType is a str Enum specifically so .value round-trips exactly
    with what's stored in AlertModel.alert_type (a plain String column) --
    a mismatch here would silently break find_active_threshold_crossing's
    equality filter.","0","test_alert_type_enum_values_match_db_storage_strings","tests.unit","2026-09-19","passed","2026-09-19","","test_alert_domain","",""
"","1","test_is_valid_amount_rejects_more_than_two_decimal_places","tests.unit","2026-09-19","passed","2026-09-19","","test_import_batch_domain","",""
"","1134","test_idor_cannot_delete_another_users_budget","tests.security","2026-09-19","passed","2026-09-19","","test_budgets_security","",""
"Dining-out spikes harder (native top pick by spend amount), but the
    user has consistently ignored dining-out spike alerts -- Entertainment
    (a smaller but still-qualifying spike) should be shown instead.","1","test_deprioritised_spike_category_is_passed_over_for_a_normal_one","tests.unit","2026-09-19","passed","2026-09-19","","test_weekly_recommendation_prioritisation","",""
"Average gap of exactly 37 days (30 + 7) must still pass -- the
    domain's check is `> INTERVAL_TOLERANCE_DAYS` from target.","0","test_interval_exactly_at_tolerance_boundary_is_flagged","tests.unit","2026-09-19","passed","2026-09-19","","test_subscription_domain","",""
"","1130","test_idor_second_user_cannot_commit_first_users_staged_import","tests.integration","2026-09-19","passed","2026-09-19","","test_imports_api","",""
"","2","test_apple_verifier_rejects_wrong_audience","tests.unit","2026-09-19","passed","2026-09-19","","test_oauth_verifier","",""
"","583","test_custom_trend_months_is_honoured","tests.integration","2026-09-19","passed","2026-09-19","","test_insights_api","",""
"Matches the BA's Gherkin scenario 1: a matched rule's category is
    assigned, and the row records which rule produced the match.","0","test_apply_auto_categorisation_assigns_category_from_matching_rule","tests.unit","2026-09-19","passed","2026-09-19","","test_categorisation_rule_domain","",""
"Backend-only repo -- there is no HTML-rendering surface here, so
    the ""should be escaped/rendered as inert text, no script executes""
    requirement is satisfied by construction: the API returns the
    merchant as a JSON string field, never embedded in an HTML response.
    This test proves the payload survives detection unmodified as *data*
    and is never interpreted -- whichever future story renders this in a
    browser must still escape on render (DOMPurify, per the constraint
    matrix), same documented boundary as test_alerts_security.py's XSS
    coverage for Alert.category.","620","test_malicious_merchant_string_is_returned_as_inert_json_text","tests.integration","2026-09-19","passed","2026-09-19","","test_subscriptions_api","",""
"","3","test_sql_injection_payload_never_reflected_in_response","tests.security","2026-09-19","passed","2026-09-19","","test_oauth_security","",""
"","7","test_sum_by_month_scopes_strictly_by_user_id","tests.integration","2026-09-19","passed","2026-09-19","","test_transaction_repository_month_aggregation","",""
"The provider is checked for agreement between the URL path and the
    request body (auth.py's _handle_oauth_login) -- since which verifier
    runs is a security-relevant decision, a mismatched pair must be
    rejected rather than silently trusting either one.","3","test_auth_bypass_provider_mismatch_between_url_and_body_rejected","tests.security","2026-09-19","passed","2026-09-19","","test_oauth_security","",""
"","657","test_rapid_back_to_back_transactions_for_the_same_merchant_converge_on_one_row","tests.integration","2026-09-19","passed","2026-09-19","","test_subscriptions_api","",""
"No-user-enumeration requirement (AC2): the error for an unknown
    email must be textually identical to the wrong-password error above,
    not a distinguishable 'no such user' message.
    ","268","test_unknown_email_rejected_with_same_generic_error","tests.unit","2026-09-19","passed","2026-09-19","","test_login_logout_user","",""
"A THRESHOLD_CROSSING alert isn't tied to one specific transaction --
    transaction_id must stay None so the (user, category, alert_type,
    period_start, threshold_pct) unique constraint is the only thing that
    can dedupe it, per ADR-014 decision B.","0","test_new_threshold_crossing_leaves_transaction_id_none","tests.unit","2026-09-19","passed","2026-09-19","","test_alert_domain","",""
"","1","test_list_transactions_handler_returns_only_the_requesting_users_transactions","tests.unit","2026-09-19","passed","2026-09-19","","test_transaction_handlers","",""
"","580","test_endpoint_is_wired_and_returns_a_neutral_recommendation_for_a_fresh_user","tests.integration","2026-09-19","passed","2026-09-19","","test_recommendations_api","",""
"/home/runner/work/finance-tracker-app/finance-tracker-app/tests/features/FINTRACK-60-session-persistence-silent-refresh.feature: Expired refresh cookie sends the user to login exactly once","317","test_expired_refresh_cookie_sends_the_user_to_login_exactly_once","tests.integration","2026-09-19","passed","2026-09-19","","test_refresh_api","",""
"","569","test_attempt_to_set_an_invalid_budget_limit_negative","tests.integration","2026-09-19","passed","2026-09-19","","test_budgets_api","",""
"","0","test_is_valid_date_strips_whitespace","tests.unit","2026-09-19","passed","2026-09-19","","test_import_batch_domain","",""
"","0","test_new_strips_and_keeps_category_case_as_given","tests.unit","2026-09-19","passed","2026-09-19","","test_categorisation_rule_domain","",""
"/home/runner/work/finance-tracker-app/finance-tracker-app/tests/features/FINTRACK-15-add-manual-transaction.feature: Add transaction at maximum amount boundary","587","test_add_transaction_at_maximum_amount_boundary","tests.integration","2026-09-19","passed","2026-09-19","","test_transactions_api","",""
"","1998","dismissing an alert removes it from the list and clears the nav badge","chromium","2026-09-19","passed","2026-09-19","","alerts.spec.ts","",""
"","0","test_dismissing_an_already_dismissed_alert_is_a_harmless_no_op","tests.unit","2026-09-19","passed","2026-09-19","","test_alert_handlers","",""
"","1","test_ensure_creates_a_new_pending_record_when_none_exists","tests.unit","2026-09-19","passed","2026-09-19","","test_follow_through_handlers","",""
"","0","test_amount_deviation_well_within_tolerance_is_flagged","tests.unit","2026-09-19","passed","2026-09-19","","test_subscription_domain","",""
"Concurrent modification scenario the Gherkin doesn't cover: several
    simultaneous transaction creations for the same user must all persist
    independently with unique ids -- no lost writes or interleaved
    corruption. Exercises the real SqlAlchemyTransactionRepository
    directly, since TestClient's requests are sequential and wouldn't
    actually race (same pattern as FINTRACK-14's concurrent-login test).
    ","17","test_concurrent_transaction_creation_for_same_user_all_persist_correctly","tests.integration","2026-09-19","passed","2026-09-19","","test_transactions_api","",""
"A ceiling justified for one category must not suppress an alert in
    a different category for the same user.","0","test_justification_ceiling_is_scoped_per_category_not_global","tests.unit","2026-09-19","passed","2026-09-19","","test_alert_handlers","",""
"","0","test_apply_update_rejects_empty_category_on_update","tests.unit","2026-09-19","passed","2026-09-19","","test_transaction_domain","",""
"Gherkin: invalid action value -> validation error, no follow-through
    status recorded or changed. Asserting update_calls stays 0 (and that
    no lookup happened at all) proves nothing was touched.","1","test_record_action_invalid_value_raises_without_any_repository_lookup","tests.unit","2026-09-19","passed","2026-09-19","","test_follow_through_handlers","",""
"A LARGE_TRANSACTION alert has no threshold percentage -- it's
    keyed by transaction_id alone, per ADR-014 decision B.","0","test_new_large_transaction_leaves_threshold_pct_none","tests.unit","2026-09-19","passed","2026-09-19","","test_alert_domain","",""
"AC6 ('session persists across page reloads until token expiry or
    explicit logout') is a client/cookie-persistence property -- verified
    here as: the Set-Cookie header carries a Max-Age matching the
    configured refresh-token lifetime, so a real browser would keep
    resending it across reloads without any server-side session record.
    ","555","test_session_persists_across_reload_via_cookie_max_age","tests.integration","2026-09-19","passed","2026-09-19","","test_login_logout_api","",""
"","1","test_google_verifier_wraps_bad_signature_as_invalid_token","tests.unit","2026-09-19","passed","2026-09-19","","test_oauth_verifier","",""
"","3","test_auth_bypass_empty_bearer_token_rejected","tests.security","2026-09-19","passed","2026-09-19","","test_follow_through_security","",""
"","1134","test_idor_dashboard_never_includes_another_users_categories","tests.security","2026-09-19","passed","2026-09-19","","test_insights_security","",""
"","610","test_dismissing_the_same_alert_twice_is_idempotent","tests.integration","2026-09-19","passed","2026-09-19","","test_alerts_api","",""
"30-minute TTL per ADR-011 -- a staged import a user never reviews
    must not linger in Redis indefinitely.","1","test_staged_import_is_stored_with_the_expected_ttl","tests.integration","2026-09-19","passed","2026-09-19","","test_imports_api","",""
"","1","test_shift_month_forward_across_year_boundary","tests.unit","2026-09-19","passed","2026-09-19","","test_date_ranges","",""
"","562","test_editing_a_nonexistent_budget_returns_404","tests.integration","2026-09-19","passed","2026-09-19","","test_budgets_api","",""
"","0","test_delete_transaction_handler_deletes_an_owned_transaction","tests.unit","2026-09-19","passed","2026-09-19","","test_transaction_handlers","",""
"Idempotency guard: if evaluation were ever retried for the same
    transaction_id, find_by_transaction_id must prevent a duplicate row.","0","test_large_transaction_alert_never_fires_twice_for_the_same_transaction","tests.unit","2026-09-19","passed","2026-09-19","","test_alert_handlers","",""
"","0","test_brand_new_type_with_no_history_is_not_deprioritised","tests.unit","2026-09-19","passed","2026-09-19","","test_recommendation_prioritisation","",""
"","1","test_shift_month_backward_across_year_boundary","tests.unit","2026-09-19","passed","2026-09-19","","test_date_ranges","",""
"","4","test_auth_bypass_missing_token_rejected_on_confirm","tests.security","2026-09-19","passed","2026-09-19","","test_subscriptions_security","",""
"","579","test_xss_payload_in_csv_note_is_stored_as_inert_text_not_executed","tests.security","2026-09-19","passed","2026-09-19","","test_imports_security","",""
"","0","test_month_sequence_empty_range_returns_empty_list","tests.unit","2026-09-19","passed","2026-09-19","","test_date_ranges","",""
"If the payload had reached a query unparameterised, a DROP TABLE
    would take out every budget, not just fail to create one. A real,
    unrelated user's budget surviving right after -- and still working --
    is the strongest evidence the table is intact.","1134","test_sql_injection_does_not_disturb_other_users_data","tests.security","2026-09-19","passed","2026-09-19","","test_budgets_security","",""
"","2","test_money_parse_rejects_non_numeric_string","tests.unit","2026-09-19","passed","2026-09-19","","test_transaction_domain","",""
"","1","test_delete_budget_twice_raises_not_found_the_second_time","tests.unit","2026-09-19","passed","2026-09-19","","test_budget_handlers","",""
"","0","test_repository_queried_with_documented_rolling_window_limit","tests.unit","2026-09-19","passed","2026-09-19","","test_recommendation_prioritisation","",""
"","1","test_apply_correction_rejects_sqli_shaped_category","tests.unit","2026-09-19","passed","2026-09-19","","test_categorisation_rule_domain","",""
"","0","test_shift_month_zero_delta_returns_first_of_same_month","tests.unit","2026-09-19","passed","2026-09-19","","test_date_ranges","",""
"","0","test_apply_correction_does_not_change_merchant_pattern_or_id","tests.unit","2026-09-19","passed","2026-09-19","","test_categorisation_rule_domain","",""
"A transaction can simultaneously push a budgeted category over 90%
    AND be unusually large relative to its own category history -- both
    checks are independent and both may fire.","0","test_a_single_transaction_can_fire_both_alert_types_at_once","tests.unit","2026-09-19","passed","2026-09-19","","test_alert_handlers","",""
"","1","test_token_signed_with_a_different_secret_is_rejected","tests.unit","2026-09-19","passed","2026-09-19","","test_refresh_session","",""
"Registration is intentionally an unauthenticated endpoint -- there
    is no auth check to bypass. Documented explicitly (with a passing
    assertion that it works with zero Authorization header, by design)
    rather than silently omitted from the checklist.
    ","279","test_auth_bypass_not_applicable","tests.security","2026-09-19","passed","2026-09-19","","test_register_api_security","",""
"","1137","test_idor_second_user_cannot_update_first_users_transaction","tests.integration","2026-09-19","passed","2026-09-19","","test_transactions_api","",""
"Mirrors test_alerts_security.py's equivalent test: FastAPI's UUID
    path-type validation rejects this before it ever reaches application
    code or a query -- a clean 422, never a 500 or a raw traceback.","561","test_sql_injection_shaped_record_id_path_param_rejected_as_malformed_uuid","tests.security","2026-09-19","passed","2026-09-19","","test_follow_through_security","",""
"","1177","test_idor_recommendation_response_never_contains_a_foreign_category_name","tests.security","2026-09-19","passed","2026-09-19","","test_recommendations_security","",""
"","3","test_auth_bypass_empty_bearer_token_rejected","tests.security","2026-09-19","passed","2026-09-19","","test_recommendations_security","",""
"","562","test_sql_injection_in_category_field_rejected","tests.security","2026-09-19","passed","2026-09-19","","test_categorisation_rules_security","",""
"","561","test_attempt_injection_via_custom_categorisation_rule_category","tests.integration","2026-09-19","passed","2026-09-19","","test_categorisation_rules_api","",""
"","4","test_auth_bypass_expired_token_rejected_on_justify","tests.security","2026-09-19","passed","2026-09-19","","test_alerts_security","",""
"","3","test_auth_bypass_expired_token_rejected_on_dismiss","tests.security","2026-09-19","passed","2026-09-19","","test_alerts_security","",""
"","0","test_apply_auto_categorisation_handles_empty_rows_list","tests.unit","2026-09-19","passed","2026-09-19","","test_categorisation_rule_domain","",""
"","1","test_stage_import_handler_propagates_corrupted_file_error_and_saves_nothing","tests.unit","2026-09-19","passed","2026-09-19","","test_import_command_handlers","",""
"","1","test_three_monthly_charges_same_amount_are_flagged","tests.unit","2026-09-19","passed","2026-09-19","","test_subscription_domain","",""
"AC5's 'dismissed pattern not re-suggested' guarantee is enforced by
    the handler checking membership in this set -- this pins down exactly
    which statuses count as terminal so that contract can't silently
    drift (e.g. someone adding CONFIRMED here by mistake would stop
    re-detection from ever refining a confirmed subscription's stats).","0","test_terminal_statuses_contains_exactly_dismissed_and_not_subscription","tests.unit","2026-09-19","passed","2026-09-19","","test_subscription_domain","",""
"","0","test_parse_csv_statement_row_index_is_zero_based_position","tests.unit","2026-09-19","passed","2026-09-19","","test_import_batch_domain","",""
"","0","test_current_month_bounds_december_rolls_into_next_january","tests.unit","2026-09-19","passed","2026-09-19","","test_date_ranges","",""
"","1","test_list_history_scoped_to_the_requesting_user_only","tests.unit","2026-09-19","passed","2026-09-19","","test_follow_through_handlers","",""
"","576","test_xss_payload_in_action_is_rejected_as_an_invalid_action_never_stored_or_reflected","tests.security","2026-09-19","passed","2026-09-19","","test_follow_through_security","",""
"Matches Gherkin: 'Successfully log in with correct credentials'.","1","test_successful_login","tests.unit","2026-09-19","passed","2026-09-19","","test_login_logout_user","",""
"","577","test_xss_payload_in_note_is_stored_as_inert_text_not_executed","tests.security","2026-09-19","passed","2026-09-19","","test_transactions_security","",""
"","581","test_idor_no_get_or_list_endpoint_exists_yet_documented","tests.security","2026-09-19","passed","2026-09-19","","test_categorisation_rules_security","",""
"Distinct from the header-only case above: rows are present but
    every one fails date/amount validation. Also not a CorruptedFileError
    -- surfaced as RowStatus.INVALID on the review screen instead.","0","test_parse_csv_statement_all_rows_invalid_is_not_an_error_either","tests.unit","2026-09-19","passed","2026-09-19","","test_import_batch_domain","",""
"Matches Gherkin: 'Attempt to register with an already-registered email'.","1","test_duplicate_email_rejected","tests.unit","2026-09-19","passed","2026-09-19","","test_register_user","",""
"Matches Gherkin scenario 4 exactly: a description cell containing
    ""=cmd|'/c calc'!A1"" must be treated as inert text (never evaluated as
    a formula) and the row flagged with a warning.","0","test_parse_csv_statement_flags_and_sanitises_formula_injection_in_description","tests.unit","2026-09-19","passed","2026-09-19","","test_import_batch_domain","",""
"IDOR requires a request that references *someone else's* resource
    by ID/identifier while authenticated as a different user. Login takes
    only the caller's own claimed credentials (rejected or accepted, never
    substituted for another account), and logout acts only on whatever
    session the caller's own cookie identifies -- there is no
    attacker-supplied identifier pointing at another user's data in
    either endpoint. This becomes directly testable once an endpoint
    accepts a resource identifier in the path/body (e.g. a future
    GET /accounts/{id}). Documented as N/A here rather than fabricating a
    test against a parameter that doesn't exist on this pair of endpoints.
    ","1","test_idor_not_directly_applicable_login_logout_have_no_target_resource_id","tests.security","2026-09-19","passed","2026-09-19","","test_login_security","",""
"A second login with the same (provider, subject) must hit the
    existing-user path, not create a duplicate.","0","test_returning_oauth_user_looked_up_by_identity_not_email","tests.unit","2026-09-19","passed","2026-09-19","","test_oauth_login_user","",""
"","590","test_track_spend_against_a_category_budget","tests.integration","2026-09-19","passed","2026-09-19","","test_budgets_api","",""
"Even though the request is rejected, confirm the raw payload isn't
    echoed back unescaped anywhere in the error response (defence in
    depth -- relevant if this error message is ever rendered as HTML).
    ","4","test_xss_payload_in_email_never_reflected_in_response_body","tests.security","2026-09-19","passed","2026-09-19","","test_register_api_security","",""
"Matches Gherkin scenario 3's second assertion: ""I should not be
    able to commit an empty import"".","0","test_commit_import_handler_raises_nothing_to_commit_for_a_header_only_import","tests.unit","2026-09-19","passed","2026-09-19","","test_import_command_handlers","",""
"","666","test_user_justifies_a_large_transaction_alert_and_a_similar_future_transaction_does_not_realert","tests.integration","2026-09-19","passed","2026-09-19","","test_alerts_api","",""
"","576","test_xss_payload_in_category_is_inert_when_returned_in_the_overview","tests.security","2026-09-19","passed","2026-09-19","","test_budgets_security","",""
"","0","test_apply_update_can_clear_a_note_by_passing_empty_string","tests.unit","2026-09-19","passed","2026-09-19","","test_transaction_domain","",""
"","0","test_update_budget_changes_the_limit","tests.unit","2026-09-19","passed","2026-09-19","","test_budget_handlers","",""
"","0","test_new_user_with_no_data_gets_neutral_encouraging_message","tests.unit","2026-09-19","passed","2026-09-19","","test_weekly_recommendation_handler","",""
"","565","test_security_event_is_logged_on_sql_injection_attempt","tests.security","2026-09-19","passed","2026-09-19","","test_categorisation_rules_security","",""
"","0","test_password_never_appears_in_log_output","tests.security","2026-09-19","passed","2026-09-19","","test_register_security","",""
"","3","test_auth_bypass_missing_token_rejected","tests.security","2026-09-19","passed","2026-09-19","","test_insights_security","",""
"","1","test_dismiss_alert_sets_dismissed_at","tests.unit","2026-09-19","passed","2026-09-19","","test_alert_handlers","",""
"","1","test_instant_recovery_when_most_recent_occurrence_is_done","tests.unit","2026-09-19","passed","2026-09-19","","test_recommendation_prioritisation","",""
"","565","test_xss_payload_in_merchant_pattern_is_stored_as_inert_text_not_executed","tests.security","2026-09-19","passed","2026-09-19","","test_categorisation_rules_security","",""
"","3","test_auth_bypass_empty_bearer_token_rejected","tests.security","2026-09-19","passed","2026-09-19","","test_categorisation_rules_security","",""
"With fewer than MIN_SAMPLE_SIZE prior transactions, the $300
    fallback baseline applies -- a $250 transaction must NOT fire even
    though it's huge relative to the one $10 prior transaction, because a
    1-sample average isn't trusted (ADR-014 decision C).","0","test_large_transaction_uses_flat_fallback_below_min_sample_size","tests.unit","2026-09-19","passed","2026-09-19","","test_alert_handlers","",""
"The single most important security check in this flow: an
    unverified provider email must NOT be allowed to take over an
    existing account just by claiming the same address.","0","test_unverified_email_does_not_link_to_existing_account","tests.unit","2026-09-19","passed","2026-09-19","","test_oauth_login_user","",""
"","640","test_pagination_returns_a_next_cursor_when_more_rows_exist","tests.integration","2026-09-19","passed","2026-09-19","","test_transactions_api","",""
"","1","test_threshold_crossing_does_not_fire_for_an_unbudgeted_category","tests.unit","2026-09-19","passed","2026-09-19","","test_alert_handlers","",""
"A CONFIRMED subscription must stay CONFIRMED as its estimate
    sharpens on re-detection; a DETECTED one stays DETECTED. Status is
    exclusively the caller's (handler's) concern -- this documents that
    refresh_stats itself has no opinion on status at all.","0","test_refresh_stats_updates_fields_but_never_touches_status","tests.unit","2026-09-19","passed","2026-09-19","","test_subscription_domain","",""
"","584","test_invalid_action_value_is_rejected_with_no_state_change","tests.integration","2026-09-19","passed","2026-09-19","","test_follow_through_api","",""
"Money is Decimal-backed specifically so this doesn't drift the way
    a float round-trip could (e.g. 42.50 -> 42.5 -> ""42.5"", which would be
    a real behavioural difference a user would notice).","0","test_money_str_round_trips_the_original_decimal_representation","tests.unit","2026-09-19","passed","2026-09-19","","test_transaction_domain","",""
"","571","test_attempt_injection_via_custom_categorisation_rule_merchant_pattern","tests.integration","2026-09-19","passed","2026-09-19","","test_categorisation_rules_api","",""
"","1154","test_idor_dashboard_totals_are_not_inflated_by_other_users_spend","tests.security","2026-09-19","passed","2026-09-19","","test_insights_security","",""
"","4","test_auth_required_to_view_recommendation","tests.integration","2026-09-19","passed","2026-09-19","","test_recommendations_api","",""
